created at 2024/01/12 16:00:14
発電所ID,発電所名,設備名,タグID,信号名,単位,1min,30min,hour,day,month,year,乗数
S004,赤田太陽光発電所,PCSE-5,2.31.6,PCSE-5 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.7,PCSE-5 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.8,PCSE-5 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.9,PCSE-5 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.10,PCSE-5 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.11,PCSE-5 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.12,PCSE-5 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.13,PCSE-5 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.14,PCSE-5 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.15,PCSE-5 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.16,PCSE-5 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.1,PCSE-6 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.2,PCSE-6 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.3,PCSE-6 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.4,PCSE-6 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.5,PCSE-6 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.6,PCSE-6 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.7,PCSE-6 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.8,PCSE-6 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.9,PCSE-6 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.10,PCSE-6 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.11,PCSE-6 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.12,PCSE-6 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.13,PCSE-6 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.14,PCSE-6 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.15,PCSE-6 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-6,2.32.16,PCSE-6 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.1,PCSE-7 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.2,PCSE-7 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.3,PCSE-7 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.4,PCSE-7 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.5,PCSE-7 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.6,PCSE-7 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.7,PCSE-7 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.8,PCSE-7 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.9,PCSE-7 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.10,PCSE-7 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.11,PCSE-7 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.12,PCSE-7 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.13,PCSE-7 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.14,PCSE-7 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.15,PCSE-7 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-7,2.33.16,PCSE-7 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.1,PCSE-8 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.2,PCSE-8 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.3,PCSE-8 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.4,PCSE-8 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.5,PCSE-8 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.6,PCSE-8 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.7,PCSE-8 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.8,PCSE-8 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.9,PCSE-8 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.10,PCSE-8 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.11,PCSE-8 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.12,PCSE-8 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.13,PCSE-8 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.14,PCSE-8 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.15,PCSE-8 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-8,2.34.16,PCSE-8 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.1,PCSE-9 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.2,PCSE-9 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.3,PCSE-9 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.4,PCSE-9 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.5,PCSE-9 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.6,PCSE-9 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.7,PCSE-9 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.8,PCSE-9 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.9,PCSE-9 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.10,PCSE-9 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.11,PCSE-9 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.12,PCSE-9 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.13,PCSE-9 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.14,PCSE-9 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.15,PCSE-9 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-9,2.35.16,PCSE-9 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.1,PCSE-10 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.2,PCSE-10 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.3,PCSE-10 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.4,PCSE-10 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.5,PCSE-10 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.6,PCSE-10 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.7,PCSE-10 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.8,PCSE-10 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.9,PCSE-10 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.10,PCSE-10 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.11,PCSE-10 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.12,PCSE-10 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.13,PCSE-10 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.14,PCSE-10 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.15,PCSE-10 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-10,2.36.16,PCSE-10 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.1,PCSE-11 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.2,PCSE-11 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.3,PCSE-11 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.4,PCSE-11 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.5,PCSE-11 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.6,PCSE-11 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.7,PCSE-11 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.8,PCSE-11 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.9,PCSE-11 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.10,PCSE-11 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.11,PCSE-11 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.12,PCSE-11 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.13,PCSE-11 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.14,PCSE-11 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.15,PCSE-11 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-11,2.37.16,PCSE-11 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.1,PCSE-12 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.2,PCSE-12 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.3,PCSE-12 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.4,PCSE-12 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.5,PCSE-12 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.6,PCSE-12 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.7,PCSE-12 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.8,PCSE-12 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.9,PCSE-12 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.10,PCSE-12 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.11,PCSE-12 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.12,PCSE-12 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.13,PCSE-12 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.14,PCSE-12 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.15,PCSE-12 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-12,2.38.16,PCSE-12 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.1,PCSE-13 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.2,PCSE-13 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.3,PCSE-13 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.4,PCSE-13 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.5,PCSE-13 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.6,PCSE-13 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.7,PCSE-13 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.8,PCSE-13 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.9,PCSE-13 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.10,PCSE-13 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.11,PCSE-13 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.12,PCSE-13 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.13,PCSE-13 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.14,PCSE-13 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.15,PCSE-13 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-13,2.39.16,PCSE-13 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.1,PCSE-14 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.2,PCSE-14 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.3,PCSE-14 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.4,PCSE-14 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.5,PCSE-14 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.6,PCSE-14 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.7,PCSE-14 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.8,PCSE-14 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.9,PCSE-14 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.10,PCSE-14 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.11,PCSE-14 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.12,PCSE-14 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.13,PCSE-14 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.14,PCSE-14 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.15,PCSE-14 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-14,2.40.16,PCSE-14 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.1,日射強度1,kW/m2,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.2,日射強度2,kW/m2,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.3,日射強度3,kW/m2,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.4,パネル温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.5,気温,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.7,マルチメーター 電圧,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.8,マルチメーター 電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.9,マルチメーター 電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.11,売電量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.12,買電量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.13,雨量,mm,0,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.21,売電電力量カウンタ値,kWh,0,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.22,買電電力量カウンタ値,kWh,0,1,1,1,1,1,
S004,赤田太陽光発電所,-,5.23,雨量カウンタ値,mm,0,1,1,1,1,1,
