created at 2024/01/12 11:50:50
発電所ID,発電所名,状態・故障信号ID,状態・故障信号名,状態・故障種別
S004,赤田太陽光発電所,ANN_1511_0,PCSC-1_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_1512_0,PCSC-1_系統過周波数,high
S004,赤田太陽光発電所,ANN_1513_0,PCSC-1_系統不足周波数,high
S004,赤田太陽光発電所,ANN_1514_0,PCSC-1_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_1515_0,PCSC-1_出力過電流,high
S004,赤田太陽光発電所,ANN_1516_0,PCSC-1_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_1517_0,PCSC-1_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_1518_0,PCSC-1_接地異常,high
S004,赤田太陽光発電所,ANN_1519_0,PCSC-1_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_1520_0,PCSC-1_高温,high
S004,赤田太陽光発電所,ANN_1521_0,PCSC-1_装置異常,high
S004,赤田太陽光発電所,ANN_1522_0,PCSC-1_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_1531_0,PCSC-1_重故障一括,high
S004,赤田太陽光発電所,ANN_1601_0,PCSC-2_連系中,status
S004,赤田太陽光発電所,ANN_1602_0,PCSC-2_停止中,status
S004,赤田太陽光発電所,ANN_1603_0,PCSC-2_待機中,status
S004,赤田太陽光発電所,ANN_1604_0,PCSC-2_STR電圧超過,high
S004,赤田太陽光発電所,ANN_1605_0,PCSC-2_直流アーク故障,high
S004,赤田太陽光発電所,ANN_1606_0,PCSC-2_自己診断失敗,high
S004,赤田太陽光発電所,ANN_1607_0,PCSC-2_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_1608_0,PCSC-2_系統障害,high
S004,赤田太陽光発電所,ANN_1609_0,PCSC-2_系統不足電圧,high
S004,赤田太陽光発電所,ANN_1610_0,PCSC-2_系統過電圧,high
S004,赤田太陽光発電所,ANN_1611_0,PCSC-2_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_1612_0,PCSC-2_系統過周波数,high
S004,赤田太陽光発電所,ANN_1613_0,PCSC-2_系統不足周波数,high
S004,赤田太陽光発電所,ANN_1614_0,PCSC-2_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_1615_0,PCSC-2_出力過電流,high
S004,赤田太陽光発電所,ANN_1616_0,PCSC-2_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_1617_0,PCSC-2_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_1618_0,PCSC-2_接地異常,high
S004,赤田太陽光発電所,ANN_1619_0,PCSC-2_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_1620_0,PCSC-2_高温,high
S004,赤田太陽光発電所,ANN_1621_0,PCSC-2_装置異常,high
S004,赤田太陽光発電所,ANN_1622_0,PCSC-2_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_1631_0,PCSC-2_重故障一括,high
S004,赤田太陽光発電所,ANN_1701_0,PCSC-3_連系中,status
S004,赤田太陽光発電所,ANN_1702_0,PCSC-3_停止中,status
S004,赤田太陽光発電所,ANN_1703_0,PCSC-3_待機中,status
S004,赤田太陽光発電所,ANN_1704_0,PCSC-3_STR電圧超過,high
S004,赤田太陽光発電所,ANN_1705_0,PCSC-3_直流アーク故障,high
S004,赤田太陽光発電所,ANN_1706_0,PCSC-3_自己診断失敗,high
S004,赤田太陽光発電所,ANN_1707_0,PCSC-3_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_1708_0,PCSC-3_系統障害,high
S004,赤田太陽光発電所,ANN_1709_0,PCSC-3_系統不足電圧,high
S004,赤田太陽光発電所,ANN_1710_0,PCSC-3_系統過電圧,high
S004,赤田太陽光発電所,ANN_1711_0,PCSC-3_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_1712_0,PCSC-3_系統過周波数,high
S004,赤田太陽光発電所,ANN_1713_0,PCSC-3_系統不足周波数,high
S004,赤田太陽光発電所,ANN_1714_0,PCSC-3_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_1715_0,PCSC-3_出力過電流,high
S004,赤田太陽光発電所,ANN_1716_0,PCSC-3_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_1717_0,PCSC-3_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_1718_0,PCSC-3_接地異常,high
S004,赤田太陽光発電所,ANN_1719_0,PCSC-3_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_1720_0,PCSC-3_高温,high
S004,赤田太陽光発電所,ANN_1721_0,PCSC-3_装置異常,high
S004,赤田太陽光発電所,ANN_1722_0,PCSC-3_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_1731_0,PCSC-3_重故障一括,high
S004,赤田太陽光発電所,ANN_1801_0,PCSC-4_連系中,status
S004,赤田太陽光発電所,ANN_1802_0,PCSC-4_停止中,status
S004,赤田太陽光発電所,ANN_1803_0,PCSC-4_待機中,status
S004,赤田太陽光発電所,ANN_1804_0,PCSC-4_STR電圧超過,high
S004,赤田太陽光発電所,ANN_1805_0,PCSC-4_直流アーク故障,high
S004,赤田太陽光発電所,ANN_1806_0,PCSC-4_自己診断失敗,high
S004,赤田太陽光発電所,ANN_1807_0,PCSC-4_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_1808_0,PCSC-4_系統障害,high
S004,赤田太陽光発電所,ANN_1809_0,PCSC-4_系統不足電圧,high
S004,赤田太陽光発電所,ANN_1810_0,PCSC-4_系統過電圧,high
S004,赤田太陽光発電所,ANN_1811_0,PCSC-4_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_1812_0,PCSC-4_系統過周波数,high
S004,赤田太陽光発電所,ANN_1813_0,PCSC-4_系統不足周波数,high
S004,赤田太陽光発電所,ANN_1814_0,PCSC-4_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_1815_0,PCSC-4_出力過電流,high
S004,赤田太陽光発電所,ANN_1816_0,PCSC-4_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_1817_0,PCSC-4_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_1818_0,PCSC-4_接地異常,high
S004,赤田太陽光発電所,ANN_1819_0,PCSC-4_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_1820_0,PCSC-4_高温,high
S004,赤田太陽光発電所,ANN_1821_0,PCSC-4_装置異常,high
S004,赤田太陽光発電所,ANN_1822_0,PCSC-4_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_1831_0,PCSC-4_重故障一括,high
S004,赤田太陽光発電所,ANN_1901_0,PCSC-5_連系中,status
S004,赤田太陽光発電所,ANN_1902_0,PCSC-5_停止中,status
S004,赤田太陽光発電所,ANN_1903_0,PCSC-5_待機中,status
S004,赤田太陽光発電所,ANN_1904_0,PCSC-5_STR電圧超過,high
S004,赤田太陽光発電所,ANN_1905_0,PCSC-5_直流アーク故障,high
S004,赤田太陽光発電所,ANN_1906_0,PCSC-5_自己診断失敗,high
S004,赤田太陽光発電所,ANN_1907_0,PCSC-5_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_1908_0,PCSC-5_系統障害,high
S004,赤田太陽光発電所,ANN_1909_0,PCSC-5_系統不足電圧,high
S004,赤田太陽光発電所,ANN_1910_0,PCSC-5_系統過電圧,high
S004,赤田太陽光発電所,ANN_1911_0,PCSC-5_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_1912_0,PCSC-5_系統過周波数,high
S004,赤田太陽光発電所,ANN_1913_0,PCSC-5_系統不足周波数,high
S004,赤田太陽光発電所,ANN_1914_0,PCSC-5_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_1915_0,PCSC-5_出力過電流,high
S004,赤田太陽光発電所,ANN_1916_0,PCSC-5_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_1917_0,PCSC-5_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_1918_0,PCSC-5_接地異常,high
S004,赤田太陽光発電所,ANN_1919_0,PCSC-5_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_1920_0,PCSC-5_高温,high
S004,赤田太陽光発電所,ANN_1921_0,PCSC-5_装置異常,high
S004,赤田太陽光発電所,ANN_1922_0,PCSC-5_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_1931_0,PCSC-5_重故障一括,high
S004,赤田太陽光発電所,ANN_2001_0,PCSC-6_連系中,status
S004,赤田太陽光発電所,ANN_2002_0,PCSC-6_停止中,status
S004,赤田太陽光発電所,ANN_2003_0,PCSC-6_待機中,status
S004,赤田太陽光発電所,ANN_2004_0,PCSC-6_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2005_0,PCSC-6_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2006_0,PCSC-6_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2007_0,PCSC-6_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2008_0,PCSC-6_系統障害,high
S004,赤田太陽光発電所,ANN_2009_0,PCSC-6_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2010_0,PCSC-6_系統過電圧,high
S004,赤田太陽光発電所,ANN_2011_0,PCSC-6_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2012_0,PCSC-6_系統過周波数,high
S004,赤田太陽光発電所,ANN_2013_0,PCSC-6_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2014_0,PCSC-6_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2015_0,PCSC-6_出力過電流,high
S004,赤田太陽光発電所,ANN_2016_0,PCSC-6_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2017_0,PCSC-6_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2018_0,PCSC-6_接地異常,high
S004,赤田太陽光発電所,ANN_2019_0,PCSC-6_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2020_0,PCSC-6_高温,high
S004,赤田太陽光発電所,ANN_2021_0,PCSC-6_装置異常,high
S004,赤田太陽光発電所,ANN_2022_0,PCSC-6_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2031_0,PCSC-6_重故障一括,high
S004,赤田太陽光発電所,ANN_5001_0,PCSA-1_通信異常,high
S004,赤田太陽光発電所,ANN_5002_0,PCSA-2_通信異常,high
S004,赤田太陽光発電所,ANN_5003_0,PCSA-3_通信異常,high
S004,赤田太陽光発電所,ANN_5004_0,PCSA-4_通信異常,high
S004,赤田太陽光発電所,ANN_5005_0,PCSA-5_通信異常,high
S004,赤田太陽光発電所,ANN_5006_0,PCSA-6_通信異常,high
S004,赤田太陽光発電所,ANN_5007_0,PCSA-7_通信異常,high
S004,赤田太陽光発電所,ANN_5008_0,PCSB-1_通信異常,high
S004,赤田太陽光発電所,ANN_5009_0,PCSB-2_通信異常,high
S004,赤田太陽光発電所,ANN_5010_0,PCSB-3_通信異常,high
S004,赤田太陽光発電所,ANN_5011_0,PCSB-4_通信異常,high
S004,赤田太陽光発電所,ANN_5012_0,PCSB-5_通信異常,high
S004,赤田太陽光発電所,ANN_5013_0,PCSB-6_通信異常,high
S004,赤田太陽光発電所,ANN_5014_0,PCSB-7_通信異常,high
S004,赤田太陽光発電所,ANN_5015_0,PCSC-1_通信異常,high
S004,赤田太陽光発電所,ANN_5016_0,PCSC-2_通信異常,high
S004,赤田太陽光発電所,ANN_5017_0,PCSC-3_通信異常,high
S004,赤田太陽光発電所,ANN_5018_0,PCSC-4_通信異常,high
S004,赤田太陽光発電所,ANN_5019_0,PCSC-5_通信異常,high
S004,赤田太陽光発電所,ANN_5020_0,PCSC-6_通信異常,high
S004,赤田太陽光発電所,ANN_2101_0,PCSC-7_連系中,status
S004,赤田太陽光発電所,ANN_2102_0,PCSC-7_停止中,status
S004,赤田太陽光発電所,ANN_2103_0,PCSC-7_待機中,status
S004,赤田太陽光発電所,ANN_2104_0,PCSC-7_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2105_0,PCSC-7_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2106_0,PCSC-7_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2107_0,PCSC-7_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2108_0,PCSC-7_系統障害,high
S004,赤田太陽光発電所,ANN_2109_0,PCSC-7_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2110_0,PCSC-7_系統過電圧,high
S004,赤田太陽光発電所,ANN_2111_0,PCSC-7_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2112_0,PCSC-7_系統過周波数,high
S004,赤田太陽光発電所,ANN_2113_0,PCSC-7_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2114_0,PCSC-7_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2115_0,PCSC-7_出力過電流,high
S004,赤田太陽光発電所,ANN_2116_0,PCSC-7_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2117_0,PCSC-7_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2118_0,PCSC-7_接地異常,high
S004,赤田太陽光発電所,ANN_2119_0,PCSC-7_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2120_0,PCSC-7_高温,high
S004,赤田太陽光発電所,ANN_2121_0,PCSC-7_装置異常,high
S004,赤田太陽光発電所,ANN_2122_0,PCSC-7_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2131_0,PCSC-7_重故障一括,high
S004,赤田太陽光発電所,ANN_2201_0,PCSC-8_連系中,status
S004,赤田太陽光発電所,ANN_2202_0,PCSC-8_停止中,status
S004,赤田太陽光発電所,ANN_2203_0,PCSC-8_待機中,status
S004,赤田太陽光発電所,ANN_2204_0,PCSC-8_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2205_0,PCSC-8_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2206_0,PCSC-8_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2207_0,PCSC-8_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2208_0,PCSC-8_系統障害,high
S004,赤田太陽光発電所,ANN_2209_0,PCSC-8_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2210_0,PCSC-8_系統過電圧,high
S004,赤田太陽光発電所,ANN_2211_0,PCSC-8_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2212_0,PCSC-8_系統過周波数,high
S004,赤田太陽光発電所,ANN_2213_0,PCSC-8_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2214_0,PCSC-8_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2215_0,PCSC-8_出力過電流,high
S004,赤田太陽光発電所,ANN_2216_0,PCSC-8_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2217_0,PCSC-8_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2218_0,PCSC-8_接地異常,high
S004,赤田太陽光発電所,ANN_2219_0,PCSC-8_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2220_0,PCSC-8_高温,high
S004,赤田太陽光発電所,ANN_2221_0,PCSC-8_装置異常,high
S004,赤田太陽光発電所,ANN_2222_0,PCSC-8_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2231_0,PCSC-8_重故障一括,high
S004,赤田太陽光発電所,ANN_2301_0,PCSC-9_連系中,status
S004,赤田太陽光発電所,ANN_2302_0,PCSC-9_停止中,status
S004,赤田太陽光発電所,ANN_2303_0,PCSC-9_待機中,status
S004,赤田太陽光発電所,ANN_2304_0,PCSC-9_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2305_0,PCSC-9_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2306_0,PCSC-9_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2307_0,PCSC-9_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2308_0,PCSC-9_系統障害,high
S004,赤田太陽光発電所,ANN_2309_0,PCSC-9_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2310_0,PCSC-9_系統過電圧,high
S004,赤田太陽光発電所,ANN_2311_0,PCSC-9_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2312_0,PCSC-9_系統過周波数,high
S004,赤田太陽光発電所,ANN_2313_0,PCSC-9_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2314_0,PCSC-9_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2315_0,PCSC-9_出力過電流,high
S004,赤田太陽光発電所,ANN_2316_0,PCSC-9_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2317_0,PCSC-9_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2318_0,PCSC-9_接地異常,high
S004,赤田太陽光発電所,ANN_2319_0,PCSC-9_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2320_0,PCSC-9_高温,high
S004,赤田太陽光発電所,ANN_2321_0,PCSC-9_装置異常,high
S004,赤田太陽光発電所,ANN_2322_0,PCSC-9_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2331_0,PCSC-9_重故障一括,high
S004,赤田太陽光発電所,ANN_2401_0,PCSC-10_連系中,status
S004,赤田太陽光発電所,ANN_2402_0,PCSC-10_停止中,status
S004,赤田太陽光発電所,ANN_2403_0,PCSC-10_待機中,status
S004,赤田太陽光発電所,ANN_2404_0,PCSC-10_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2405_0,PCSC-10_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2406_0,PCSC-10_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2407_0,PCSC-10_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2408_0,PCSC-10_系統障害,high
S004,赤田太陽光発電所,ANN_2409_0,PCSC-10_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2410_0,PCSC-10_系統過電圧,high
S004,赤田太陽光発電所,ANN_2411_0,PCSC-10_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2412_0,PCSC-10_系統過周波数,high
S004,赤田太陽光発電所,ANN_2413_0,PCSC-10_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2414_0,PCSC-10_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2415_0,PCSC-10_出力過電流,high
S004,赤田太陽光発電所,ANN_2416_0,PCSC-10_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2417_0,PCSC-10_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2418_0,PCSC-10_接地異常,high
S004,赤田太陽光発電所,ANN_2419_0,PCSC-10_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2420_0,PCSC-10_高温,high
S004,赤田太陽光発電所,ANN_2421_0,PCSC-10_装置異常,high
S004,赤田太陽光発電所,ANN_2422_0,PCSC-10_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2431_0,PCSC-10_重故障一括,high
S004,赤田太陽光発電所,ANN_2501_0,PCSC-11_連系中,status
S004,赤田太陽光発電所,ANN_2502_0,PCSC-11_停止中,status
S004,赤田太陽光発電所,ANN_2503_0,PCSC-11_待機中,status
S004,赤田太陽光発電所,ANN_2504_0,PCSC-11_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2505_0,PCSC-11_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2506_0,PCSC-11_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2507_0,PCSC-11_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2508_0,PCSC-11_系統障害,high
S004,赤田太陽光発電所,ANN_2509_0,PCSC-11_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2510_0,PCSC-11_系統過電圧,high
S004,赤田太陽光発電所,ANN_2511_0,PCSC-11_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2512_0,PCSC-11_系統過周波数,high
S004,赤田太陽光発電所,ANN_2513_0,PCSC-11_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2514_0,PCSC-11_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2515_0,PCSC-11_出力過電流,high
S004,赤田太陽光発電所,ANN_2516_0,PCSC-11_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2517_0,PCSC-11_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2518_0,PCSC-11_接地異常,high
S004,赤田太陽光発電所,ANN_2519_0,PCSC-11_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2520_0,PCSC-11_高温,high
S004,赤田太陽光発電所,ANN_2521_0,PCSC-11_装置異常,high
S004,赤田太陽光発電所,ANN_2522_0,PCSC-11_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2531_0,PCSC-11_重故障一括,high
S004,赤田太陽光発電所,ANN_2601_0,PCSC-12_連系中,status
S004,赤田太陽光発電所,ANN_2602_0,PCSC-12_停止中,status
S004,赤田太陽光発電所,ANN_2603_0,PCSC-12_待機中,status
S004,赤田太陽光発電所,ANN_2604_0,PCSC-12_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2605_0,PCSC-12_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2606_0,PCSC-12_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2607_0,PCSC-12_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2608_0,PCSC-12_系統障害,high
S004,赤田太陽光発電所,ANN_2609_0,PCSC-12_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2610_0,PCSC-12_系統過電圧,high
S004,赤田太陽光発電所,ANN_2611_0,PCSC-12_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2612_0,PCSC-12_系統過周波数,high
S004,赤田太陽光発電所,ANN_2613_0,PCSC-12_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2614_0,PCSC-12_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2615_0,PCSC-12_出力過電流,high
S004,赤田太陽光発電所,ANN_2616_0,PCSC-12_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2617_0,PCSC-12_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2618_0,PCSC-12_接地異常,high
S004,赤田太陽光発電所,ANN_2619_0,PCSC-12_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2620_0,PCSC-12_高温,high
S004,赤田太陽光発電所,ANN_2621_0,PCSC-12_装置異常,high
S004,赤田太陽光発電所,ANN_2622_0,PCSC-12_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2631_0,PCSC-12_重故障一括,high
S004,赤田太陽光発電所,ANN_2701_0,PCSE-1_連系中,status
S004,赤田太陽光発電所,ANN_2702_0,PCSE-1_停止中,status
S004,赤田太陽光発電所,ANN_2703_0,PCSE-1_待機中,status
S004,赤田太陽光発電所,ANN_2704_0,PCSE-1_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2705_0,PCSE-1_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2706_0,PCSE-1_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2707_0,PCSE-1_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2708_0,PCSE-1_系統障害,high
S004,赤田太陽光発電所,ANN_2709_0,PCSE-1_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2710_0,PCSE-1_系統過電圧,high
S004,赤田太陽光発電所,ANN_2711_0,PCSE-1_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2712_0,PCSE-1_系統過周波数,high
S004,赤田太陽光発電所,ANN_2713_0,PCSE-1_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2714_0,PCSE-1_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2715_0,PCSE-1_出力過電流,high
S004,赤田太陽光発電所,ANN_2716_0,PCSE-1_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2717_0,PCSE-1_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2718_0,PCSE-1_接地異常,high
S004,赤田太陽光発電所,ANN_2719_0,PCSE-1_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2720_0,PCSE-1_高温,high
S004,赤田太陽光発電所,ANN_2721_0,PCSE-1_装置異常,high
S004,赤田太陽光発電所,ANN_2722_0,PCSE-1_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2731_0,PCSE-1_重故障一括,high
S004,赤田太陽光発電所,ANN_2801_0,PCSE-2_連系中,status
S004,赤田太陽光発電所,ANN_2802_0,PCSE-2_停止中,status
S004,赤田太陽光発電所,ANN_2803_0,PCSE-2_待機中,status
S004,赤田太陽光発電所,ANN_2804_0,PCSE-2_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2805_0,PCSE-2_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2806_0,PCSE-2_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2807_0,PCSE-2_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2808_0,PCSE-2_系統障害,high
S004,赤田太陽光発電所,ANN_2809_0,PCSE-2_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2810_0,PCSE-2_系統過電圧,high
S004,赤田太陽光発電所,ANN_2811_0,PCSE-2_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2812_0,PCSE-2_系統過周波数,high
S004,赤田太陽光発電所,ANN_2813_0,PCSE-2_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2814_0,PCSE-2_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2815_0,PCSE-2_出力過電流,high
S004,赤田太陽光発電所,ANN_2816_0,PCSE-2_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2817_0,PCSE-2_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2818_0,PCSE-2_接地異常,high
S004,赤田太陽光発電所,ANN_2819_0,PCSE-2_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2820_0,PCSE-2_高温,high
S004,赤田太陽光発電所,ANN_2821_0,PCSE-2_装置異常,high
S004,赤田太陽光発電所,ANN_2822_0,PCSE-2_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2831_0,PCSE-2_重故障一括,high
S004,赤田太陽光発電所,ANN_2901_0,PCSE-3_連系中,status
S004,赤田太陽光発電所,ANN_2902_0,PCSE-3_停止中,status
S004,赤田太陽光発電所,ANN_2903_0,PCSE-3_待機中,status
S004,赤田太陽光発電所,ANN_2904_0,PCSE-3_STR電圧超過,high
S004,赤田太陽光発電所,ANN_2905_0,PCSE-3_直流アーク故障,high
S004,赤田太陽光発電所,ANN_2906_0,PCSE-3_自己診断失敗,high
S004,赤田太陽光発電所,ANN_2907_0,PCSE-3_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_2908_0,PCSE-3_系統障害,high
S004,赤田太陽光発電所,ANN_2909_0,PCSE-3_系統不足電圧,high
S004,赤田太陽光発電所,ANN_2910_0,PCSE-3_系統過電圧,high
S004,赤田太陽光発電所,ANN_2911_0,PCSE-3_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_2912_0,PCSE-3_系統過周波数,high
S004,赤田太陽光発電所,ANN_2913_0,PCSE-3_系統不足周波数,high
S004,赤田太陽光発電所,ANN_2914_0,PCSE-3_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_2915_0,PCSE-3_出力過電流,high
S004,赤田太陽光発電所,ANN_2916_0,PCSE-3_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_2917_0,PCSE-3_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_2918_0,PCSE-3_接地異常,high
S004,赤田太陽光発電所,ANN_2919_0,PCSE-3_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_2920_0,PCSE-3_高温,high
S004,赤田太陽光発電所,ANN_2921_0,PCSE-3_装置異常,high
S004,赤田太陽光発電所,ANN_2922_0,PCSE-3_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_2931_0,PCSE-3_重故障一括,high
S004,赤田太陽光発電所,ANN_3001_0,PCSE-4_連系中,status
S004,赤田太陽光発電所,ANN_3002_0,PCSE-4_停止中,status
S004,赤田太陽光発電所,ANN_3003_0,PCSE-4_待機中,status
